unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fees,declined_auto_payment,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additional_data_increments,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
F0025646373260429SD4NHIAEN,Spectrum,Internet Advantage,NULL,Fixed,60.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SP4NNTSEN,Spectrum,Internet Premier,NULL,Fixed,95.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,577 ,525 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SP4NCASEN,Spectrum,Internet Premier,NULL,Fixed,95.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,California Cost Recovery Charge;Modem and Advanced WiFi service;Optional Invincible WiFi,1.25;Included;0.00,5.00,0.00,https://www.spectrum.com/packages,577 ,525 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SG4NNTSEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SG4NCASEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,California Cost Recovery Charge;Modem and Advanced WiFi service;Optional Invincible WiFi,1.25;Included;0.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260602S2G4NNSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260602S2GCLNSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,California Cost Recovery Charge;Modem and Advanced WiFi service;Optional Invincible WiFi,1.25;Included;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260602S2GNATAEN,Spectrum,Internet 2 Gig,NULL,Fixed,130.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,10.00;20.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260602S2GNATSEN,Spectrum,Internet 2 Gig,NULL,Fixed,130.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,10.00;20.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260602SI2GCLAEN,Spectrum,Internet 2 Gig,NULL,Fixed,130.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;10.00;20.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260602SI2GCLSEN,Spectrum,Internet 2 Gig,NULL,Fixed,130.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;10.00;20.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4CAAEN,Spectrum,Internet Assist,NULL,Fixed,15.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4CASEN,Spectrum,Internet Assist,NULL,Fixed,15.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4HIAEN,Spectrum,Internet Assist,NULL,Fixed,15.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4NTAEN,Spectrum,Internet Assist,NULL,Fixed,15.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4NTSEN,Spectrum,Internet Assist,NULL,Fixed,15.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
